
 Lista de Imóveis da Caixa;;Data de geração:;11/09/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787702929453 ;PR ;LONDRINA ;OLIMPICO ;RUA JOSE ALVES NUNES, N. 450, Apto 204, VG 39 BLOCO 06 ;116.651,81;193.000,00;39.56;Não;Apartamento, 86.37 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702929453
 8787715561123 ;PR ;LONDRINA ;JARDIM LAGO NORTE ;RUA INALDO GUIMARAES, N. 435, Apto 1102, TORRE 03 ;132.970,97;220.000,00;39.56;Não;Apartamento, 81.07 de área total, 46.16 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715561123
 8787716771580 ;PR ;LONDRINA ;JARDIM LAGO NORTE ;RUA INALDO GUIMARAES, N. 435, Apto 602, TORRE 01 ;129.964,89;215.026,45;39.56;Não;Apartamento, 77.51 de área total, 43.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716771580
 8787710704210 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 955, Apto 103, BL 09 ;111.816,50;185.000,00;39.56;Não;Apartamento, 90.58 de área total, 47.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710704210
 8787712299266 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 955, Apto 204, BL 11 TIPO B ;111.816,50;185.000,00;39.56;Não;Apartamento, 0.00 de área total, 47.44 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712299266
 8787722110336 ;PR ;LONDRINA ;CIDADE INDUSTRIAL 2 ;AVENIDA AZILE MIGUEL ABUJAMRA, N. 800, Apto 303, BL 11 APV 03 ;135.595,68;224.342,58;39.56;Não;Apartamento, 75.97 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787722110336
 8787722094080 ;PR ;LONDRINA ;CIDADE INDUSTRIAL 2 ;AVENIDA AZILE MIGUEL ABUJAMRA, N. 800, Apto 101, BL 07 LOT ACQUAVILLE IV ;145.735,89;238.012,12;38.77;Não;Apartamento, 102.77 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787722094080
 8128400021471 ;PR ;LONDRINA ;JARDIM KASE ;RUA SAMPAIO VIDAL, N. 183, QD 02 TERRAS N 20 ;159.328,58;250.000,00;36.27;Não;Casa, 70.28 de área total, 70.28 de área privativa, 334.45 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8128400021471
 8444420384651 ;PR ;LONDRINA ;GLEBA RIBEIRÃO CAMBÉ ;RUA BENEDITO DE OLIVEIRA JUNIOR, N. 259, ;290.000,00;290.000,00;0.00;Não;Casa, 66.62 de área total, 66.62 de área privativa, 281.65 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420384651
 8787709207143 ;PR ;LONDRINA ;BOUL PORTAL DO NORTE ;AVENIDA PREFEITO MILTON RIBEIRO MENEZES, N. 635, Apto 206, PAV 01 T 09 VG 526 ;180.000,00;180.000,00;0.00;Não;Apartamento, 43.13 de área total, 43.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709207143
 8444416121536 ;PR ;LONDRINA ;ALPES ;RUA JOSE DOMINGOS DE OLIVEIRA, N. 09B, EM FRENTE Nº20 ;330.000,00;330.000,00;0.00;Não;Casa, 99.37 de área total, 99.37 de área privativa, 152.11 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416121536
 1444405709083 ;PR ;LONDRINA ;DOM BOSCO ;RUA PONTA GROSSA, N. 175, Apto 301, BL B 2 PAV ;300.000,00;300.000,00;0.00;Não;Apartamento, 121.06 de área total, 85.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405709083
 8787704475875 ;PR ;LONDRINA ;COLINAS ;RUA OLYMPIO THEODORO, N. 230, Apto 404, 4 PAV BL 17 VAGA 63 ;195.000,00;195.000,00;0.00;Não;Apartamento, 47.07 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704475875
 8787708334770 ;PR ;LONDRINA ;COLINAS ;RUA OLYMPIO THEODORO, N. 1055, Apto 301, PAV 03 BL 10 VG 282 ;180.000,00;180.000,00;0.00;Não;Apartamento, 0.00 de área total, 41.14 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708334770
 1039400331137 ;PR ;LONDRINA ;CONDOMINIO ROYAL GOLF RESIDENCE ;RUA ADELINO BORNIA, N. 240, LOTE 1A QUADRA 03 ;7.800.000,00;7.800.000,00;0.00;Não;Casa, 0.00 de área total, 631.11 de área privativa, 1351.19 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1039400331137
 8787710891451 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 955, Apto 401, BL 06 VAGA 26 ;192.000,00;192.000,00;0.00;Não;Apartamento, 90.13 de área total, 47.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710891451
 8787711242651 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 1550, Apto AP 20, BL 9 ;172.000,00;172.000,00;0.00;Não;Apartamento, 55.66 de área total, 48.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711242651
 8787711717048 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 1055, Apto 604, TIPO B  BL 10 VG 75 ;175.000,00;175.000,00;0.00;Não;Apartamento, 90.09 de área total, 47.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711717048
 8787713747068 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 1550, Apto 202,  BLOCO 03  VAGA 20 ;168.000,00;168.000,00;0.00;Não;Apartamento, 55.66 de área total, 48.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713747068
 8787716525210 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA GIOCONDO MATURI, N. 1500, Apto 401, BL 10 VAGA 313 ;175.000,00;175.000,00;0.00;Não;Apartamento, 51.07 de área total, 42.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716525210
 8787716390853 ;PR ;LONDRINA ;PEROBINHA ;RUA YONEKO SHIME, N. 333, Apto AP 70, BL 7 ;220.000,00;220.000,00;0.00;Não;Apartamento, 55.29 de área total, 46.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716390853
 8787713307793 ;PR ;LONDRINA ;BEM VIVER LONDRINA ; RUA EURACY EUGENIO FERTONANI, N. 655, DT 20 QD 12 ;156.681,00;155.000,00;0.00;Não;Casa, 46.27 de área total, 46.27 de área privativa, 233.36 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713307793
 8787713665118 ;PR ;LONDRINA ;CONJUNTO HABITACIONAL JAMILE DEQUECH ;RUA BARTHOLOMEU LOPES, N. 585, Apto AP 40, BL B ;201.589,14;197.000,00;0.00;Não;Apartamento, 74.70 de área total, 42.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713665118
 8787718562619 ;PR ;LONDRINA ;CONJUNTO HABITACIONAL ALEXANDRE URBANAS ;AVENIDA JAMIL SCAFF, N. 500, Apto 402, BL 20 VAGA 253 ;213.201,84;204.000,00;0.00;Não;Apartamento, 45.43 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718562619
 8787718219604 ;PR ;LONDRINA ;MORADAS DE PORTUGAL ;AVENIDA GIOCONDO MATURI, N. 1500, Apto 701, TIPO 01 PAV 07 BL 02 VG 47 ;206.053,31;195.000,00;0.00;Não;Apartamento, 51.07 de área total, 42.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718219604
 8787716578283 ;PR ;LONDRINA ;CONJUNTO HABITACIONAL JAMILE DEQUECH ;RUA BARTHOLOMEU LOPES, N. 585, Apto 403D, TP 05 BL D VG 95 ;170.468,92;155.000,00;0.00;Não;Apartamento, 57.66 de área total, 42.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716578283
 8787718037549 ;PR ;LONDRINA ;CONJUNTO HABITACIONAL JAMILE DEQUECH ;RUA BARTHOLOMEU LOPES, N. 625, Apto 102, BL O TERREO ;197.659,92;149.000,00;0.00;Não;Apartamento, 75.59 de área total, 40.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718037549
 8787718553938 ;PR ;LONDRINA ;CONJUNTO HABITACIONAL ALEXANDRE URBANAS ;AVENIDA JAMIL SCAFF, N. 500, Apto 303, BL 12 VAGA 119 ;213.201,84;155.000,00;0.00;Não;Apartamento, 71.46 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718553938
 8555529682209 ;PR ;MANDAGUACU ;CENTRO ;RUA JOSÉ PRAXEDES SANTANA, N. SN, Apto 04, BLOCO 02 ;81.964,82;140.000,00;41.46;Não;Apartamento, 61.34 de área total, 52.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555529682209
 8444424715997 ;PR ;MANDAGUACU ;CENTRO SUL ;RUA ANGELO COSTA, N. 144, TERRAS 04/A QD 01 ;147.847,04;241.460,00;38.77;Não;Casa, 68.54 de área total, 68.54 de área privativa, 179.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424715997
 8444406789089 ;PR ;MANDIRITUBA ;VILA BRASILIA ; RUA RENATO PALÚ, N. 65, CS 01 ;165.000,00;165.000,00;0.00;Não;Casa, 42.70 de área total, 42.70 de área privativa, 109.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406789089
 1155533600021 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 204, BL-A, VG236, VG237 ;354.984,07;557.000,00;36.27;Não;Apartamento, 0.00 de área total, 79.98 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600021
 10311531 ;PR ;MARINGA ;JARDIM NOVO OASIS ;AVENIDA TUIUTI, N. 3070, QD 367, LTS 38 E 39 ;3.320.000,00;3.320.000,00;0.00;Não;Galpão, 0.00 de área total, 1269.87 de área privativa, 858.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10311531
 10311518 ;PR ;MARINGA ;ZONA 01 ;AVENIDA BRASIL, N. 00, QD 11, LT 01/02, LJ 310 ;238.000,00;238.000,00;0.00;Não;Loja, 0.00 de área total, 20.72 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10311518
 8444427638527 ;PR ;MARINGA ;RESIDENCIAL AREZZO ;RUA CHARLES COELHO LUIZ, N. 266, LT 07A QD 214 ;275.000,00;275.000,00;0.00;Sim;Casa, 0.00 de área total, 59.06 de área privativa, 344.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427638527
 10306964 ;PR ;MATINHOS ;BALNEÁRIO FLÓRIDA ;IMÓVEL PEREQUÊ - ESTRADA P. MATINHOS, N. 00, MAT. 40.729 ;889.000,00;889.000,00;0.00;Não;Imóvel rural, 0.00 de área total, 0.00 de área privativa, 239451.92 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10306964
 10306965 ;PR ;MATINHOS ;BALNEÁRIO FLÓRIDA ;IMÓVEL PEREQUÊ - ESTRADA P. MATINHOS, N. 00, MAT. 40.730 ;520.945,71;439.000,00;0.00;Não;Imóvel rural, 0.00 de área total, 0.00 de área privativa, 339700.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10306965
 8555524250254 ;PR ;NOSSA SENHORA DAS GRACAS ;CENTRO ; ESTRADA MUNICIPAL, N. SN, QD Z  LT 18 ;83.000,00;83.000,00;0.00;Não;Casa, 35.00 de área total, 35.88 de área privativa, 187.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524250254
 8787715569485 ;PR ;NOVA OLIMPIA ;RESID BELA VISTA ; RUA PROJETADA A, N. SN, LT 01 QD 05 ;127.000,00;127.000,00;0.00;Não;Casa, 45.13 de área total, 45.13 de área privativa, 210.49 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715569485
 1555519391653 ;PR ;NOVA OLIMPIA ;CENTRO ;RUA NOVA IORQUE, N. 314, LT 09 QD 105 ;318.000,00;318.000,00;0.00;Não;Casa, 0.00 de área total, 278.80 de área privativa, 450.40 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555519391653
 8444430603631 ;PR ;PAICANDU ;JD MADRID ; RUA EDISON MARQUES, N. 119, CS B LT 08 QD 05 ;311.392,81;284.861,85;0.00;Não;Casa, 84.21 de área total, 84.21 de área privativa, 140.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430603631
 1555513380200 ;PR ;PARANAGUA ;JARDIM GUARAITUBA ;TRAVESSA SOLDADO ALIPIO FERREIRA DE AMOR, N. 35, LT 14 QD B ;538.859,37;390.000,00;0.00;Não;Casa, 69.82 de área total, 69.82 de área privativa, 231.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555513380200
 8444406691798 ;PR ;PARANAVAI ;CENTRO ; RUA AMAZONAS, N. 4142, CS 2 ;130.000,00;130.000,00;0.00;Não;Casa, 51.30 de área total, 51.30 de área privativa, 85.54 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406691798
 8444406144878 ;PR ;PEROBAL ;CENTRO ; RUA PROJETADA C, N. 1369, 0204 ;180.000,00;180.000,00;0.00;Não;Casa, 77.56 de área total, 77.56 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406144878
 8444437167020 ;PR ;PEROLA ;JARDIM BELA VISTA ; RUA RIO BRILHANTE, N. 284, RES N. 1  QD 05  LT 20 21 22B ;203.000,00;203.000,00;0.00;Não;Casa, 62.27 de área total, 62.17 de área privativa, 144.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437167020
 8444417691018 ;PR ;PIRAQUARA ;VILA VICENTE MACEDO ;RUA PORTO ALEGRE, N. 627, ;140.747,12;251.840,30;44.12;Não;Casa, 0.00 de área total, 46.42 de área privativa, 72.33 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417691018
 8444414873255 ;PR ;PIRAQUARA ;VILA FUCK ;RUA CARLITO GOMES, N. 67, UN 3 LT 2A QD 3 ;252.300,00;252.300,00;0.00;Não;Casa, 0.00 de área total, 66.38 de área privativa, 152.53 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414873255
 8555513905092 ;PR ;PIRAQUARA ;PLANTA DEODORO ;RUA DA PAZ, N. 669, CS 02 LT 17 QD 24 ;182.000,00;182.000,00;0.00;Não;Casa, 50.80 de área total, 50.80 de área privativa, 85.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555513905092
 8444428698434 ;PR ;PONTA GROSSA ;NEVES ;RUA EURIDES MACIEL DE SOUZA, N. 250, CS 2 LT 12 QD 26 ;99.028,93;175.000,00;43.42;Não;Casa, 0.00 de área total, 51.20 de área privativa, 124.38 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428698434
 8444424906423 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA JOSE KOTESKI, N. 225, RES 06 BL 04 ;104.296,65;176.000,00;40.75;Não;Casa, 51.00 de área total, 47.01 de área privativa, 118.58 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424906423
 8787713511218 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA NAIR MACHADO DE OLIVEIRA, N. 23, CASA 29 LOTE 278 QUADRA 16 ;97.778,11;165.000,00;40.75;Não;Casa, 47.52 de área total, 47.52 de área privativa, 147.79 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713511218
 8444431569550 ;PR ;PONTA GROSSA ;CONTORNO ;RUA PRAIA DAS NEVES, N. 160, UN 01 QD 22 LT 18 ;113.629,74;188.000,00;39.56;Não;Casa, 54.95 de área total, 53.52 de área privativa, 137.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431569550
 8787711121773 ;PR ;PONTA GROSSA ;CARA-CARA ;AVENIDA SIQUEIRA CAMPOS, N. 2013, Apto 103, TORRE 09 ;124.509,18;206.000,00;39.56;Não;Apartamento, 49.62 de área total, 48.79 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711121773
 8787717423488 ;PR ;PONTA GROSSA ;NEVES ;RUA TENENTE CORONEL VALDIR COPETTI NEVES, N. 540, RES 03 LT 44 QD 06 ;143.351,94;159.000,00;9.85;Não;Casa, 45.10 de área total, 45.10 de área privativa, 108.98 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717423488
 8444429413638 ;PR ;PONTA GROSSA ;PIRIQUITOS ;AVENIDA NOROESTE, N. 213, CS 24 ;176.000,00;176.000,00;0.00;Não;Casa, 40.90 de área total, 40.90 de área privativa, 107.84 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429413638
 8555530024058 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA RIO AMAZONAS, N. 55, CS 34 ;200.000,00;200.000,00;0.00;Não;Casa, 68.76 de área total, 40.50 de área privativa, 100.90 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530024058
 8555505013170 ;PR ;PONTA GROSSA ;BOA VISTA ;RUA ANTONIO SAAD, N. 2510, CASA 186 ;162.000,00;162.000,00;0.00;Não;Casa, 41.08 de área total, 40.47 de área privativa, 169.29 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555505013170
 8787708396732 ;PR ;PONTA GROSSA ;CONTORNO ;RUA JOSE DO NASCIMENTO E SILVA, N. 24, ANTIGA RUA 23 ;170.000,00;170.000,00;0.00;Não;Casa, 45.13 de área total, 45.13 de área privativa, 207.88 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708396732
 8555504526483 ;PR ;PONTA GROSSA ;JARDIM CARVALHO ;RUA REFIDIM, N. 52, LT 08 QD 14 ;185.739,36;185.739,36;0.00;Não;Casa, 129.90 de área total, 129.90 de área privativa, 275.00 de área do terreno,  3 qto(s), WC, 2 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504526483
 8555526925356 ;PR ;PONTA GROSSA ;JARDIM CARVALHO ;RUA DOUTOR CHAFIC CURY, N. 310, Apto 104, BL 03 LT BR QD 71 ;250.000,00;250.000,00;0.00;Não;Apartamento, 48.21 de área total, 41.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526925356
 1787701254918 ;PR ;PONTA GROSSA ;UVARANAS ;AVENIDA SIQUEIRA CAMPOS, N. 2013, Apto 105, TORRE 30 PAV 1 ;212.000,00;212.000,00;0.00;Não;Apartamento, 63.66 de área total, 62.56 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701254918
 8787711183302 ;PR ;PONTA GROSSA ;UVARANAS ;AVENIDA SIQUEIRA CAMPOS, N. 2013, Apto AP 10, TR 4 ;175.000,00;175.000,00;0.00;Não;Apartamento, 49.97 de área total, 49.10 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711183302
